state,state_code,scraped_city,business_name,category,address,city,state_field,postal_code,phone,email,all_emails,website,rating,reviews,latitude,longitude,facebook,instagram,linkedin,youtube,tiktok,twitter,google_maps_url
Florida,FL,Tampa,Go4 Junk Removal,Garbage collection service,"4219 W Bay View Ave, Tampa, FL 33611",Tampa,Florida,33611,(813) 305-0758,,,https://go4junkremoval.com/locations/tampa-florida/,,,27.9053591,-82.5157295,,,,,,,https://www.google.com/maps/search/?api=1&query=Go4%20Junk%20Removal&query_place_id=ChIJDZ5-TdTcwogRR3ZlOlUb9qg
Florida,FL,Tampa,Raleigh's Professional Hauling Service,Junk removal service,"4101 W Wallace Ave, Tampa, FL 33611",Tampa,Florida,33611,(813) 837-8772,,,,5,2,27.885566,-82.512582,,,,,,,https://www.google.com/maps/search/?api=1&query=Raleigh's%20Professional%20Hauling%20Service&query_place_id=ChIJmwp2-N3cwogR3qoq_2lS1LE
Florida,FL,Tampa,Two Men and a Truck Moving and Storage,Waste management service,"4707 W Gandy Blvd UNIT 12, Tampa, FL 33611",Tampa,Florida,33611,(813) 678-2248,info0026@twomen.com,info0026@twomen.com,https://twomenandatruck.com/movers/fl/tampa/south?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.3,169,27.8937559,-82.5251891,,,,,,,https://www.google.com/maps/search/?api=1&query=Two%20Men%20and%20a%20Truck%20Moving%20and%20Storage&query_place_id=ChIJk8TCj3jDwogRz9dFFEQ4-7Y
Florida,FL,Tampa,We Pick Junk,Garbage collection service,"100 N Ashley Dr #600, Tampa, FL 33602",Tampa,Florida,33602,(727) 272-0710,,,https://wepickjunk.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4582516577069185862,4.3,4,27.9444574,-82.4578222,,,,,,,https://www.google.com/maps/search/?api=1&query=We%20Pick%20Junk&query_place_id=ChIJb5gRm47Z8aoR9cPwiRyYdeo
Florida,FL,Tampa,SMILEY'S DUMPSTER RENTAL & Junk Removal,Waste management service,"4707 W Gandy Blvd #10-G, Tampa, FL 33611",Tampa,Florida,33611,(813) 575-5865,filler@godaddy.com,filler@godaddy.com,https://smileys-dumpsters.com/dumpster-rental-in-tampa,4.6,42,27.8937325,-82.5251649,https://www.facebook.com/281643789383332,https://www.instagram.com/smileysdumpsterrental,,,,,https://www.google.com/maps/search/?api=1&query=SMILEY'S%20DUMPSTER%20RENTAL%20%26%20Junk%20Removal&query_place_id=ChIJq6cg_57dwogRzrQMyWzh_J4
Florida,FL,Tampa,Starks Towing LLC,Towing service,"7316 S Hoadley St, Tampa, FL 33616",Tampa,Florida,33616,(813) 260-5762,//www.google.com/maps/place/Starks+Towing+LLC/@27.8605278,//www.google.com/maps/place/Starks+Towing+LLC/@27.8605278; bryanstarks@starkstowing.com,https://starkstowing.com/?utm_source=omg-gbp&utm_medium=webclick,4.3,289,27.8605278,-82.5356943,,,,,,,https://www.google.com/maps/search/?api=1&query=Starks%20Towing%20LLC&query_place_id=ChIJd5nDZ_DcwogRcJruMIRAh88
Florida,FL,Tampa,J&J Services,Waste management service,"4315 W Tyson Ave, Tampa, FL 33611",Tampa,Florida,33611,(813) 728-2102,jandjservicesco813@gmail.com,jandjservicesco813@gmail.com,https://www.jandjtrailers.co/,5,40,27.8869529,-82.5171251,,https://www.instagram.com/jandj__construction,,,,,https://www.google.com/maps/search/?api=1&query=J%26J%20Services&query_place_id=ChIJheE7FOaug2QRVzxZ7TID2YE
Florida,FL,Tampa,Junk in the Truck Co Junk Removal,Garbage collection service,"3810 W San Carlos St, Tampa, FL 33629",Tampa,Florida,33629,(844) 858-6546,,,https://junkinthetruckco.com/,5,446,27.9232938,-82.5066304,,,,,,,https://www.google.com/maps/search/?api=1&query=Junk%20in%20the%20Truck%20Co%20Junk%20Removal&query_place_id=ChIJAbQ3AnLDwogR7EKxdsOdKAI
Florida,FL,Tampa,Junk-it Tampa,Waste management service,"601 S Harbour Island Blvd Suite 109, Tampa, FL 33602",Tampa,Florida,33602,(813) 771-0147,,,http://junkittampa.com/,4.9,63,27.9387316,-82.4548938,https://www.facebook.com/JunkItTampa,https://www.instagram.com/junkittampa,,,,,https://www.google.com/maps/search/?api=1&query=Junk-it%20Tampa&query_place_id=ChIJ-_DMTuLFwogRdmUpkFGNOSI
Florida,FL,Tampa,Budget Hauling Of Tampa Bay Inc.,Waste management service,"3112 W Ballast Point Blvd, Tampa, FL 33611",Tampa,Florida,33611,(813) 837-8217,,,http://www.haulingtampa.com/,5,39,27.8897433,-82.4949725,https://www.facebook.com/Budget-Hauling-of-Tampa-Bay-620772814745041,,,,,,https://www.google.com/maps/search/?api=1&query=Budget%20Hauling%20Of%20Tampa%20Bay%20Inc.&query_place_id=ChIJ9W0SML_cwogRH17CUmY1I40
Florida,FL,Tampa,Bright Future Moving & Hauling,Mover,,,,,(813) 702-1700,info@bfmovers.com,info@bfmovers.com,http://www.bfmovers.com/,5,8,27.8520646,-82.537276,https://www.facebook.com/bfmovers,https://www.instagram.com/bfmovers,,,,,https://www.google.com/maps/search/?api=1&query=Bright%20Future%20Moving%20%26%20Hauling&query_place_id=ChIJt3Hs1kVtwY8RkAL1zsVes6E
Florida,FL,Tampa,Junk Shot Junk Removal,Junk removal service,"2304 E Busch Blvd Suite A, Tampa, FL 33612",Tampa,Florida,33612,(813) 461-5761,,,https://www.junkshotapp.com/tampa/?utm_source=GBP&utm_medium=Organic,4.6,215,28.0332,-82.4328837,https://www.facebook.com/JunkShotApp,https://www.instagram.com/junkshotapp,,https://www.youtube.com/embed/uW3_u7uXJdM,,,https://www.google.com/maps/search/?api=1&query=Junk%20Shot%20Junk%20Removal&query_place_id=ChIJz6JQE_LDwogRYeAZff4WXuE
Florida,FL,Tampa,Dump My Junk LLc,Junk removal service,,,,,(813) 686-6406,info@dumpmyjunkllc.com,info@dumpmyjunkllc.com; dumpmyjunkinfo@gmail.com; dumpmyjunkinfo@yahoo.com; Dumpmyjunkinfo@yahoo.com,https://dumpmyjunkllc.com/junk-removal-tampa/,5,167,27.993014,-82.4732949,https://www.facebook.com/dumpmyjunk,,https://www.linkedin.com/in/dump-my-junk-llc,https://www.youtube.com/channel/UCHrRtAvoTKYCrQBXqcxHpSA,https://www.tiktok.com/@dumpmyjunkllc,http://twitter.com/dumpmyjunkinfo,https://www.google.com/maps/search/?api=1&query=Dump%20My%20Junk%20LLc&query_place_id=ChIJaWTIcGm_wogRXM7b3U2_HEo
Florida,FL,Tampa,College Hunks Hauling Junk and Moving Tampa,Junk removal service,"10150 N Florida Ave, Tampa, FL 33612",Tampa,Florida,33612,(813) 946-9760,,,https://www.collegehunkshaulingjunk.com/tampa-north/?utm_source=gmb&utm_medium=organic&utm_campaign=fl-tampa-north-182,4.8,1645,28.0433551,-82.4598667,https://www.facebook.com/CollegeHunksHaulingJunkandMoving,https://www.instagram.com/collegehunks,https://www.linkedin.com/company/college-hunks-hauling-junk,https://www.youtube.com/channel/UC-zo_ofBvBf5jTrjpvit_ow,,https://twitter.com/CollegeHunks,https://www.google.com/maps/search/?api=1&query=College%20Hunks%20Hauling%20Junk%20and%20Moving%20Tampa&query_place_id=ChIJ88gg9XjDwogRhcUyDZBdvSE
Florida,FL,Tampa,G.I.HAUL Junk and Waste Removal Tampa Bay,Waste management service,"3715 E 7th Ave, Tampa, FL 33605",Tampa,Florida,33605,(813) 596-5652,,,https://www.gihaul.com/tampa-bay-fl/,5,753,27.9599641,-82.4173868,https://www.facebook.com/gihaultampa,https://www.instagram.com/gihaultampa,,,,,https://www.google.com/maps/search/?api=1&query=G.I.HAUL%20Junk%20and%20Waste%20Removal%20Tampa%20Bay&query_place_id=ChIJw8ABsM3FwogRpy1i-IH9yY0
Florida,FL,Tampa,Trinity Junk Tampa,Junk removal service,,,,,(813) 724-0196,albertoanaya240@gmail.com,albertoanaya240@gmail.com,https://www.trinityjunktampa.com/,5,226,27.992063,-82.4542805,https://www.facebook.com/trinityjuntampa,https://www.instagram.com/trinityjunk.tampa,,,,,https://www.google.com/maps/search/?api=1&query=Trinity%20Junk%20Tampa&query_place_id=ChIJTVnjbbou8iwRsLDlI43vbPQ
Florida,FL,Tampa,Go time hauling,Debris removal service,,,,,(813) 445-3022,,,,5,1,28.098024,-82.396776,,,,,,,https://www.google.com/maps/search/?api=1&query=Go%20time%20hauling&query_place_id=ChIJafbIPdu6s60RRagn7iqg_7I
Florida,FL,Tampa,Rod's Junk Hauling,Junk dealer,,,,,(727) 743-0029,info@rodsjunkhauling.com,info@rodsjunkhauling.com,http://www.rodsjunkhauling.com/,4.6,27,27.992063,-82.4542805,,,,,,,https://www.google.com/maps/search/?api=1&query=Rod's%20Junk%20Hauling&query_place_id=ChIJlZVV4JnFwogRgvLxfgAEEx8
Florida,FL,Tampa,College Hunks Hauling Junk and Moving,Mover,"4756 N Dale Mabry Hwy, Tampa, FL 33614",Tampa,Florida,33614,(813) 946-9760,,,https://www.collegehunkshaulingjunk.com/tampa/?utm_source=gmb&utm_medium=organic&utm_campaign=fl-tampa-45,4.8,2116,27.9885371,-82.5058555,https://www.facebook.com/CollegeHunksHaulingJunkandMoving,https://www.instagram.com/collegehunks,https://www.linkedin.com/company/college-hunks-hauling-junk,https://www.youtube.com/channel/UC-zo_ofBvBf5jTrjpvit_ow,,https://twitter.com/CollegeHunks,https://www.google.com/maps/search/?api=1&query=College%20Hunks%20Hauling%20Junk%20and%20Moving&query_place_id=ChIJz9nghCTdwogRc0_yZcoOuLQ
Florida,FL,Tampa,MoveRight Junk Removal,Junk removal service,"1425 W Yukon St, Tampa, FL 33604",Tampa,Florida,33604,(813) 527-5273,Moverightflorida@gmail.com,Moverightflorida@gmail.com,https://www.moverightjunkremoval.com/,5,136,28.0297033,-82.4753855,,,,,,,https://www.google.com/maps/search/?api=1&query=MoveRight%20Junk%20Removal&query_place_id=ChIJwVOvzM3z1K0RiQYlHizRRK8
Florida,FL,Tampa,Supreme Hauling,Garbage collection service,"8414 N Semmes St, Tampa, FL 33604",Tampa,Florida,33604,(813) 400-0064,,,http://www.hillsboroughjunk.com/,5,1,28.0264619,-82.4422867,https://www.facebook.com/tampaJunkRemoval,,,,,,https://www.google.com/maps/search/?api=1&query=Supreme%20Hauling&query_place_id=ChIJD12JE7zJwogRDSwCRJ-Agm0
Florida,FL,Tampa,College Hunks Hauling Junk and Moving Tampa,Waste management service,"4411 W Tampa Bay Blvd, Tampa, FL 33614",Tampa,Florida,33614,(888) 689-5999,NationalAccounts@chhj.com,NationalAccounts@chhj.com,https://www.collegehunkshaulingjunk.com/,4.4,56,27.9746113,-82.5175368,https://www.facebook.com/CollegeHunksHaulingJunkandMoving,https://www.instagram.com/collegehunks,https://www.linkedin.com/company/college-hunks-hauling-junk,https://www.youtube.com/channel/UC-zo_ofBvBf5jTrjpvit_ow,,https://twitter.com/CollegeHunks,https://www.google.com/maps/search/?api=1&query=College%20Hunks%20Hauling%20Junk%20and%20Moving%20Tampa&query_place_id=ChIJt_h9jjnDwogRVtbJPcEu9vI
Florida,FL,Tampa,AAA Rousse Junk Removal,Junk removal service,"2202 N Westshore Blvd Ste 200/221, Tampa, FL 33607",Tampa,Florida,33607,(813) 796-7750,,,https://www.aaarousse.com/Junk_Removal_Tampa_Florida.html,4.8,19,27.9604943,-82.5252531,https://www.facebook.com/ProJunkDispatch,,,,,,https://www.google.com/maps/search/?api=1&query=AAA%20Rousse%20Junk%20Removal&query_place_id=ChIJIcZh7R_DwogRoStU6NzoXzk
Florida,FL,Tampa,Indio The Hauler Junk Removal,Junk removal service,,,,,(813) 389-4170,indiothehauler@gmail.com,indiothehauler@gmail.com,https://www.indiothehauler.com/,5,308,27.8717,-82.4945805,https://www.facebook.com/indio.hauler,https://www.instagram.com/indiothehauler,https://www.linkedin.com/in/indio-the-hauler-indio-moreno-02a31967,,,,https://www.google.com/maps/search/?api=1&query=Indio%20The%20Hauler%20Junk%20Removal&query_place_id=ChIJAVMihL63wogRwT-jALsaDmo
Florida,FL,Tampa,Heatwave Junk Pros,Junk removal service,"4908 E Broadway Ave, Tampa, FL 33605",Tampa,Florida,33605,(813) 774-6735,,,https://www.heatwavejunkpros.com/,5,51,27.9617889,-82.4029981,,,,,,,https://www.google.com/maps/search/?api=1&query=Heatwave%20Junk%20Pros&query_place_id=ChIJAaQ4Mnt8Cg0Rq2D7FMxaueE
Florida,FL,Tampa,Total Junk Removal,Junk removal service,"6407 N Packwood Ave, Tampa, FL 33604",Tampa,Florida,33604,(813) 526-6820,,,http://www.totaljunkremovalllc.com/,5,19,28.0055755,-82.4775814,,,,,,,https://www.google.com/maps/search/?api=1&query=Total%20Junk%20Removal&query_place_id=ChIJ1TsVDf-j1YMRpCktWRhKAv0
Florida,FL,Tampa,Sunrise junkremoval,Debris removal service,"Tampa, FL 33617",Tampa,Florida,33617,(813) 455-5817,sunrisejunkremoval813@gmail.com,sunrisejunkremoval813@gmail.com; //google.com/maps/place/@28.0111668,http://sunrisedumpsterrental.com/,5,2,28.03065,-82.3993498,https://facebook.com/Sunrise-Dumpster-Rental-61578840038235,,,,,,https://www.google.com/maps/search/?api=1&query=Sunrise%20junkremoval&query_place_id=ChIJyWAn28THwogRKkYeflK8dto
Florida,FL,Tampa,VETS Junk Removal and Dumpsters,Junk removal service,,,,,(813) 733-5392,tampa@vetseasytrash.com,tampa@vetseasytrash.com; service@vetseasytrash.com,https://vetseasytrash.com/service-areas/tampa-fl/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=tampa,5,19,27.9598495,-82.544547,https://www.facebook.com/VeteransEasyTrash,https://www.instagram.com/veterans_easy_trash,,https://www.youtube.com/embed/hLlAn4O6Lw4,,,https://www.google.com/maps/search/?api=1&query=VETS%20Junk%20Removal%20and%20Dumpsters&query_place_id=ChIJXfn-k49OuawREJ9vO75DYA4
Florida,FL,Tampa,Patriot Haulers,Junk removal service,,,,,(813) 365-9511,sales@patriothaulers.net,sales@patriothaulers.net,http://patriothaulers.net/,5,88,27.8520646,-82.537276,facebook.com/61578198767913,https://www.instagram.com/haul.taxi,,,,,https://www.google.com/maps/search/?api=1&query=Patriot%20Haulers&query_place_id=ChIJHzZ_4cl3CI8R1okYKKRdACE
Florida,FL,Tampa,Woody & Sons Moving,Mover,"3902 Henderson Blvd Suite 208 – #170, Tampa, FL 33629",Tampa,Florida,33629,(813) 384-2303,letsmove@woodyandsons.com,letsmove@woodyandsons.com,https://woodyandsonsmoving.com/,4.8,221,27.9312814,-82.5081623,https://www.facebook.com/314883951699736,,,,,https://x.com/TampaBayMoving,https://www.google.com/maps/search/?api=1&query=Woody%20%26%20Sons%20Moving&query_place_id=ChIJI9ZmriLDwogRZ5J9SmaSmG4
Florida,FL,Tampa,Bay2Bay Services LLC,Handyman/Handywoman/Handyperson,,,,,(813) 500-8156,,,https://bay2bayservices.com/,5,5,27.9058455,-82.4945805,,,,,,,https://www.google.com/maps/search/?api=1&query=Bay2Bay%20Services%20LLC&query_place_id=ChIJJacXYMpt7EcRcRKWNCIWKa4
Florida,FL,Orlando,Residential Demolition of Orlando,Waste management service,"2912 Oak Park Way, Orlando, FL 32822",Orlando,Florida,32822,(407) 369-2014,afsbusiness@gmail.com,afsbusiness@gmail.com; Rdodemolition@gmail.com,http://rdodemolition.com/,5,84,28.5135851,-81.3050683,,,,,,,https://www.google.com/maps/search/?api=1&query=Residential%20Demolition%20of%20Orlando&query_place_id=ChIJHb0KNd5n54gRFaZotfsrwTE
Florida,FL,Orlando,Haulers Junk Removal,Debris removal service,"5901 Bent Pine Dr, Orlando, FL 32822",Orlando,Florida,32822,(321) 270-9910,,,,4.9,38,28.4738208,-81.304171,,,,,,,https://www.google.com/maps/search/?api=1&query=Haulers%20Junk%20Removal&query_place_id=ChIJ5ekhoSRj54gRF_rbm90XoW8
Florida,FL,Orlando,Junk Removal Orlando,Debris removal service,"1516 E Colonial Dr #200a, Orlando, FL 32803",Orlando,Florida,32803,(407) 499-3585,,,,3.7,3,28.552917,-81.3608765,,,,,,,https://www.google.com/maps/search/?api=1&query=Junk%20Removal%20Orlando&query_place_id=ChIJgeIuPNJ754gR5zOpeGRiy4I
Florida,FL,Orlando,Junk Removal Rangers,Junk removal service,"5796 Hoffner Ave, Orlando, FL 32822",Orlando,Florida,32822,(407) 305-4707,info@junkremovalrangers.com,info@junkremovalrangers.com,http://www.junkremovalrangers.com/,4.9,1970,28.4794221,-81.3079167,https://www.facebook.com/Junkremovalrangers,https://www.instagram.com/junkremovalrangers,,,,,https://www.google.com/maps/search/?api=1&query=Junk%20Removal%20Rangers&query_place_id=ChIJzXTui9FT2EYREJ3lLeCMAPc
Florida,FL,Orlando,Junk Monkey Dumpsters,Dumpster rental service,"3336, Orlando, FL 32839",Orlando,FL,32839,(407) 724-0054,info@junkmonkeyremoval.com,info@junkmonkeyremoval.com,https://www.junkmonkeydumpsters.com/,5,14,28.5082995,-81.3139347,https://www.facebook.com/JunkMonkeyDumpsters,https://www.instagram.com/junkmonkeydumpsters,,https://www.youtube.com/channel/UCYj2_uUmgXn29iae5rjR14Q,,https://twitter.com/junkmonkeyfl,https://www.google.com/maps/search/?api=1&query=Junk%20Monkey%20Dumpsters&query_place_id=ChIJ_5eq-r9l54gRmqiXnV_qvrU
Florida,FL,Orlando,W.E. Can Junk It Orlando junk removal,Waste management service,"1216 W Washington St, Orlando, FL 32805",Orlando,Florida,32805,(407) 577-8777,,,,5,18,28.5435402,-81.3959141,,,,,,,https://www.google.com/maps/search/?api=1&query=W.E.%20Can%20Junk%20It%20Orlando%20junk%20removal&query_place_id=ChIJJTs-t4V754gRSLiuIJIxV9c
Florida,FL,Orlando,WeHaul- Junk Removal Services,Junk removal service,,,,,(321) 946-6252,wehauljunk7@gmail.com,wehauljunk7@gmail.com,http://wehauljunkorlando.com/,5,13,28.5426544,-81.31799,https://www.facebook.com/WeHaulJnk,https://www.instagram.com/wehaul_junk_removal_services,,,,,https://www.google.com/maps/search/?api=1&query=WeHaul-%20Junk%20Removal%20Services&query_place_id=ChIJGToY4d66gkURjoR1zAT17ps
Florida,FL,Orlando,Junk Daddy Junk Removal,Junk removal service,"2750 Taylor Ave b209, Orlando, FL 32806",Orlando,Florida,32806,(844) 407-5865,contact@junkdaddyfl.com,contact@junkdaddyfl.com,http://www.junkdaddyfl.com/,5,196,28.5116193,-81.3777871,https://www.facebook.com/junkdaddyfl,https://www.instagram.com/junkdaddyfl,,,,,https://www.google.com/maps/search/?api=1&query=Junk%20Daddy%20Junk%20Removal&query_place_id=ChIJQyOQ7px754gRf63oWSBSm9U
Florida,FL,Orlando,1-800-GOT-JUNK? Orlando,Junk removal service,,,,,(407) 630-8516,//www.google.com/maps/place/1-800-GOT-JUNK%3F+Orlando/@28.565593,//www.google.com/maps/place/1-800-GOT-JUNK%3F+Orlando/@28.565593,https://www.1800gotjunk.com/us_en/locations/junk-removal-orlando?utm_source=googleplus&utm_medium=maps&utm_campaign=orlando,4.9,2348,28.5107904,-81.4801395,https://facebook.com/1800gotjunkorlandoregion,https://www.instagram.com/1800gotjunk,https://www.linkedin.com/company/1-800-got-junk,https://www.youtube.com/1800gotjunk,https://www.tiktok.com/@1800gotjunkofficial,https://www.twitter.com/1800gotjunk,https://www.google.com/maps/search/?api=1&query=1-800-GOT-JUNK%3F%20Orlando&query_place_id=ChIJhdhEajlm54gRJ4_KkjEnBwA
Florida,FL,Orlando,World of Dumpsters and Junk Removal,Junk removal service,"118 E Jefferson St Ste 308, Orlando, FL 32801",Orlando,Florida,32801,(407) 809-1582,,,https://worldofdumpsters.com/?utm_campaign=gmb,5,239,28.5444441,-81.3770392,https://www.facebook.com/wodjr,https://www.instagram.com/worldofdumpsters,https://www.linkedin.com/company/world-of-dumpsters,,,,https://www.google.com/maps/search/?api=1&query=World%20of%20Dumpsters%20and%20Junk%20Removal&query_place_id=ChIJY4JUJFl754gReq7I_8YkySs
Florida,FL,Orlando,Junk Chasers,Junk removal service,"3720 N Orange Blossom Trl #3804, Orlando, FL 32804",Orlando,Florida,32804,(407) 468-6212,junkchasersfl@gmail.com,junkchasersfl@gmail.com,https://www.junkchasersfl.com/,5,35,28.5828999,-81.4092684,,https://www.instagram.com/junkchasersfl,,,,,https://www.google.com/maps/search/?api=1&query=Junk%20Chasers&query_place_id=ChIJm_FPo9PwTo4Ryhx9duS6PY0
Florida,FL,Orlando,Junk King Orlando,Junk removal service,"3038 John Young Pkwy Unit 32, Orlando, FL 32804",Orlando,Florida,32804,(407) 487-3439,,,https://www.junk-king.com/locations/orlando?cid=LSTL_JKG-US000187&utm_source=gmb&utm_campaign=local&utm_medium=organic,4.9,848,28.5795465,-81.4176192,https://www.facebook.com/JunkKingFranchise,https://www.instagram.com/junkking_corporate,https://www.linkedin.com/company/junk-king,https://www.youtube.com/channel/UCBnIc3mtAGwDIVG8Ak1gZaQ,,https://x.com/JunkKingCorp,https://www.google.com/maps/search/?api=1&query=Junk%20King%20Orlando&query_place_id=ChIJYReXyhxy54gRy4lswBlBtuI
Florida,FL,Orlando,Bin There Dump That Dumpster Rental,Waste management service,"2750 Taylor Ave Suite A-69, Orlando, FL 32806",Orlando,Florida,32806,(321) 405-2838,,,https://www.orlandodumpsterrental.net/,5,105,28.5116645,-81.3778338,https://www.facebook.com/BTDTDumpstersOrlando,,,https://www.youtube.com/embed/Z8gl5RX-cGs,,,https://www.google.com/maps/search/?api=1&query=Bin%20There%20Dump%20That%20Dumpster%20Rental&query_place_id=ChIJu-SBjoBo54gR_72NwkOigHQ
Florida,FL,Orlando,"Load It Up Dumpster Rental, LLC",Waste management service,"1721 28th St, Orlando, FL 32805",Orlando,Florida,32805,(407) 729-0006,pinkdumpsters@outlook.com,pinkdumpsters@outlook.com,https://www.loaditupdumpsterrental.com/,5,54,28.5135862,-81.4040316,https://www.facebook.com/profile.php?id=61555741615902,https://www.instagram.com/dropmypinkdumpster,,,https://www.tiktok.com/@https,,https://www.google.com/maps/search/?api=1&query=Load%20It%20Up%20Dumpster%20Rental%2C%20LLC&query_place_id=ChIJZ6zxAhyofo8RiyfddDhzzuA
Florida,FL,Orlando,Junk.com,Junk removal service,"639 W Robinson St, Orlando, FL 32801",Orlando,Florida,32801,(407) 900-0604,,,https://www.junk.com/fl/orlando/?utm_source=Googlelisting&utm_medium=organic,4.9,502,28.5459248,-81.3885554,https://www.facebook.com/profile.php?id=61556474155177,https://www.instagram.com/junk.com_junkremoval,,,,https://twitter.com/@junkdotcom,https://www.google.com/maps/search/?api=1&query=Junk.com&query_place_id=ChIJO9-uhR9x54gRM92HY0VMzns
Florida,FL,Orlando,"Serviceman Junk Removal and Hauling Service, LLC",Dumpster rental service,"6508 S Goldenrod Rd, Orlando, FL 32822",Orlando,Florida,32822,(407) 668-7953,servicemanjunkremoval@gmail.com,servicemanjunkremoval@gmail.com; %20info@servicemanjunkremoval.com,https://servicemanjunkremoval.com/,,,28.4701213,-81.2921841,https://www.facebook.com/ServiceManJunkRemoval,https://www.instagram.com/servicemanjunkremoval,,https://www.youtube.com/channel/UC-H82oAKyODtgVEErzUHhOw,https://www.tiktok.com/@servicemanjunkremovaland,https://twitter.com/ServicemanJunk,https://www.google.com/maps/search/?api=1&query=Serviceman%20Junk%20Removal%20and%20Hauling%20Service%2C%20LLC&query_place_id=ChIJraPhX85j54gR9V3buaqB0Q8
Florida,FL,Orlando,Big Man Movers,Mover,"874 Clay St, Winter Park, FL 32789",Winter Park,Florida,32789,(321) 689-5600,bigmanquote@gmail.com,bigmanquote@gmail.com; bigmanmoversquote@gmail.com; wesley@bigmanmovers.com; bigmanmovers@gmail.com,https://bigmanmovers.com/,4.7,212,28.5899292,-81.3731791,https://www.facebook.com/bigmanmoversflorida,https://www.instagram.com/bigmanmovers,,,,,https://www.google.com/maps/search/?api=1&query=Big%20Man%20Movers&query_place_id=ChIJg8lSpO5m54gRKBJuD0JoJFQ
Florida,FL,Orlando,Just Rubbish Removal,Debris removal service,"9974 Brodbeck Blvd, Orlando, FL 32832",Orlando,Florida,32832,(407) 728-1185,,,http://justrubbishremoval.com/,,,28.4221225,-81.2472153,,,,,,,https://www.google.com/maps/search/?api=1&query=Just%20Rubbish%20Removal&query_place_id=ChIJVVWpOYlh54gR58RC3JIrQnU
Florida,FL,Orlando,Pro Junk Removal services LLC,Waste management service,"8214 Dakota Dr unit c, Orlando, FL 32822",Orlando,Florida,32822,(407) 955-5865,produmpsters@gmail.com,produmpsters@gmail.com,https://www.orlandoprojunk.com/,3,2,28.4553607,-81.2732516,,,,,,,https://www.google.com/maps/search/?api=1&query=Pro%20Junk%20Removal%20services%20LLC&query_place_id=ChIJldHca4Rj54gR7j1P55L36f8
Florida,FL,Orlando,Junk Shot Junk Removal,Junk removal service,"5592 L B McLeod Rd, Orlando, FL 32811",Orlando,Florida,32811,(407) 564-3710,,,https://www.junkshotapp.com/orlando/?utm_source=GBP&utm_medium=Organic,4.9,78,28.504059,-81.4568424,https://www.facebook.com/JunkShotApp,https://www.instagram.com/junkshotapp,,https://www.youtube.com/embed/uW3_u7uXJdM,,,https://www.google.com/maps/search/?api=1&query=Junk%20Shot%20Junk%20Removal&query_place_id=ChIJoZTTWDF554gRDZlBgppIQic
Florida,FL,Orlando,L&G Junk Removal and Hauling LLC,Junk removal service,"7041 Grand National Dr suite 112, Orlando, FL 32819",Orlando,Florida,32819,(407) 961-0065,,,https://www.lgjunkremoval.com/,5,44,28.4607967,-81.4552782,,https://www.instagram.com/lgjunkremoval,,,,,https://www.google.com/maps/search/?api=1&query=L%26G%20Junk%20Removal%20and%20Hauling%20LLC&query_place_id=ChIJa2rOiFu9s6MRM1qTwVswoOw
Florida,FL,Orlando,Junk Cars Orlando Florida,Salvage yard,"1331 W Central Blvd, Orlando, FL 32805",Orlando,Florida,32805,(407) 283-1969,,,,2.9,49,28.542088,-81.398535,,,,,,,https://www.google.com/maps/search/?api=1&query=Junk%20Cars%20Orlando%20Florida&query_place_id=ChIJkeZx7kx654gRHWnbDTsC5y4
Florida,FL,Orlando,Best USA Movers Orlando,Mover,"5542 L B McLeod Rd, Orlando, FL 32811",Orlando,Florida,32811,(321) 345-3985,movers4usa@yahoo.com,movers4usa@yahoo.com; Movers4usa@yahoo.com,https://orlandobestusamovers.com/,5,719,28.5042037,-81.4558789,https://www.facebook.com/BESTUSAMOVERSORLANDO,https://www.instagram.com/best_usa_movers_orlando,https://www.linkedin.com/in/best-usa-movers-orlando-128b54130,https://www.youtube.com/@bestusamovers3615,,https://twitter.com/bestrelocators,https://www.google.com/maps/search/?api=1&query=Best%20USA%20Movers%20Orlando&query_place_id=ChIJn3ei9DZ554gRFWsZHCi3Urw
Florida,FL,Orlando,Falcon Dumpster Rental Orlando,Dumpster rental service,"189 S Orange Ave, Orlando, FL 32801",Orlando,Florida,32801,(321) 352-3553,,,https://falcondumpsterrentalorlando.com/,5,21,28.5406251,-81.3786413,,,,,,,https://www.google.com/maps/search/?api=1&query=Falcon%20Dumpster%20Rental%20Orlando&query_place_id=ChIJjVepeGF754gRz_CSQ9dmFns
Florida,FL,Orlando,Auto Towing & Repair Center Inc.,Towing service,"238 N Cottage Hill Rd, Orlando, FL 32805",Orlando,Florida,32805,(407) 291-6001,support@towingandautoparts.com,support@towingandautoparts.com,https://towingandautoparts.com/,3.3,46,28.545253,-81.4162322,,,,,,,https://www.google.com/maps/search/?api=1&query=Auto%20Towing%20%26%20Repair%20Center%20Inc.&query_place_id=ChIJTSQrWUF754gRFk4rJ40h4is
